ENSG.ID	Gene.type	Gene.name	Chromosome
ENSG00000258271	processed_pseudogene	NA	12
ENSG00000248629	lncRNA	NA	4
ENSG00000248362	lncRNA	NA	5
ENSG00000273609	unprocessed_pseudogene	NA	17
ENSG00000265115	lncRNA	NA	17
ENSG00000273576	lncRNA	NA	17
ENSG00000271697	processed_pseudogene	NA	14
ENSG00000258759	processed_pseudogene	NA	14
ENSG00000274666	unprocessed_pseudogene	NA	14
ENSG00000279434	TEC	NA	14
ENSG00000283098	lncRNA	NA	14
ENSG00000288105	lncRNA	NA	3
ENSG00000273374	lncRNA	NA	3
ENSG00000242145	lncRNA	NA	3
ENSG00000232145	processed_pseudogene	NA	7
ENSG00000279559	TEC	NA	2
ENSG00000225341	lncRNA	NA	2
ENSG00000260171	lncRNA	NA	2
ENSG00000231557	lncRNA	NA	2
ENSG00000250210	unprocessed_pseudogene	NA	9
ENSG00000258661	lncRNA	NA	14
ENSG00000225610	lncRNA	NA	2
ENSG00000259268	lncRNA	NA	15
ENSG00000279033	TEC	NA	15
ENSG00000226992	lncRNA	NA	2
ENSG00000214719	lncRNA	NA	17
ENSG00000257668	processed_pseudogene	NA	12
ENSG00000260922	lncRNA	NA	16
ENSG00000287644	lncRNA	NA	17
ENSG00000265689	lncRNA	NA	17
ENSG00000286319	lncRNA	NA	14
ENSG00000249479	lncRNA	NA	4
ENSG00000249883	lncRNA	NA	4
ENSG00000251176	lncRNA	NA	4
ENSG00000250192	lncRNA	NA	4
ENSG00000287948	lncRNA	NA	4
ENSG00000250315	transcribed_processed_pseudogene	NA	4
ENSG00000242747	processed_pseudogene	NA	15
ENSG00000277790	lncRNA	NA	15
ENSG00000259362	lncRNA	NA	15
ENSG00000259740	lncRNA	NA	15
ENSG00000285253	protein_coding	NA	15
ENSG00000286692	lncRNA	NA	1
ENSG00000260464	lncRNA	NA	1
ENSG00000287203	lncRNA	NA	5
ENSG00000271667	processed_pseudogene	NA	2
ENSG00000234793	lncRNA	NA	2
ENSG00000286980	lncRNA	NA	2
ENSG00000269986	lncRNA	NA	16
ENSG00000259200	lncRNA	NA	15
ENSG00000259528	lncRNA	NA	15
ENSG00000275234	lncRNA	NA	19
ENSG00000231996	processed_pseudogene	NA	1
ENSG00000273204	lncRNA	NA	1
ENSG00000251088	lncRNA	NA	3
ENSG00000280296	TEC	NA	13
ENSG00000243296	lncRNA	NA	3
ENSG00000273784	lncRNA	NA	13
ENSG00000272085	lncRNA	NA	5
ENSG00000264968	lncRNA	NA	17
ENSG00000264296	processed_pseudogene	NA	18
ENSG00000279698	TEC	NA	5
ENSG00000243635	processed_pseudogene	NA	3
ENSG00000259873	processed_pseudogene	NA	16
ENSG00000279427	TEC	NA	16
ENSG00000279420	TEC	NA	16
ENSG00000272330	lncRNA	NA	16
ENSG00000277324	lncRNA	NA	18
ENSG00000225544	processed_pseudogene	NA	22
ENSG00000268203	lncRNA	NA	19
ENSG00000268191	lncRNA	NA	19
ENSG00000268742	processed_pseudogene	NA	19
ENSG00000215871	processed_pseudogene	NA	1
ENSG00000287372	lncRNA	NA	1
ENSG00000286164	lncRNA	NA	5
ENSG00000213940	processed_pseudogene	NA	5
ENSG00000251243	processed_pseudogene	NA	5
ENSG00000201245	snoRNA	NA	13
ENSG00000288581	lncRNA	NA	13
ENSG00000288060	lncRNA	NA	13
ENSG00000287756	lncRNA	NA	1
ENSG00000284652	lncRNA	NA	1
ENSG00000270632	processed_pseudogene	NA	13
ENSG00000250398	processed_pseudogene	NA	4
ENSG00000249924	lncRNA	NA	4
ENSG00000280005	lncRNA	NA	4
ENSG00000249411	processed_pseudogene	NA	4
ENSG00000250034	lncRNA	NA	4
ENSG00000287424	lncRNA	NA	4
ENSG00000273552	lncRNA	NA	13
ENSG00000233558	processed_pseudogene	NA	6
ENSG00000262566	processed_pseudogene	NA	6
ENSG00000272356	lncRNA	NA	6
ENSG00000278974	TEC	NA	4
ENSG00000248755	processed_pseudogene	NA	4
ENSG00000249692	processed_pseudogene	NA	4
ENSG00000285780	lncRNA	NA	3
ENSG00000249951	lncRNA	NA	4
ENSG00000248388	lncRNA	NA	4
ENSG00000287746	lncRNA	NA	13
ENSG00000234210	lncRNA	NA	7
ENSG00000249513	lncRNA	NA	4
ENSG00000251195	processed_pseudogene	NA	4
ENSG00000280241	lncRNA	NA	4
ENSG00000287144	lncRNA	NA	4
ENSG00000242318	processed_pseudogene	NA	4
ENSG00000228399	processed_pseudogene	NA	1
ENSG00000287076	lncRNA	NA	1
ENSG00000237480	lncRNA	NA	1
ENSG00000271252	lncRNA	NA	1
ENSG00000286758	lncRNA	NA	1
ENSG00000233983	processed_pseudogene	NA	1
ENSG00000250626	lncRNA	NA	4
ENSG00000250726	processed_pseudogene	NA	4
ENSG00000250839	unprocessed_pseudogene	NA	4
ENSG00000287730	lncRNA	NA	4
ENSG00000258170	lncRNA	NA	12
ENSG00000257998	processed_pseudogene	NA	12
ENSG00000225559	lncRNA	NA	7
ENSG00000271664	unprocessed_pseudogene	NA	7
ENSG00000232053	lncRNA	NA	7
ENSG00000234985	processed_pseudogene	NA	7
ENSG00000228757	unprocessed_pseudogene	NA	14
ENSG00000283464	IG_V_pseudogene	NA	14
ENSG00000286722	lncRNA	NA	7
ENSG00000224865	lncRNA	NA	7
ENSG00000230649	lncRNA	NA	7
ENSG00000225647	lncRNA	NA	7
ENSG00000278657	lncRNA	NA	22
ENSG00000249333	unprocessed_pseudogene	NA	22
ENSG00000228161	unprocessed_pseudogene	NA	22
ENSG00000280878	lncRNA	NA	2
ENSG00000275361	unprocessed_pseudogene	NA	22
ENSG00000279512	TEC	NA	2
ENSG00000253223	processed_pseudogene	NA	8
ENSG00000225741	unprocessed_pseudogene	NA	22
ENSG00000236118	unprocessed_pseudogene	NA	22
ENSG00000233720	unprocessed_pseudogene	NA	22
ENSG00000227710	unprocessed_pseudogene	NA	22
ENSG00000203987	lncRNA	NA	9
ENSG00000234726	processed_pseudogene	NA	22
ENSG00000279278	lncRNA	NA	22
ENSG00000274422	lncRNA	NA	22
ENSG00000234630	lncRNA	NA	22
ENSG00000286129	lncRNA	NA	22
ENSG00000232515	unprocessed_pseudogene	NA	22
ENSG00000248376	processed_pseudogene	NA	4
ENSG00000249955	lncRNA	NA	4
ENSG00000248305	processed_pseudogene	NA	4
ENSG00000232603	unprocessed_pseudogene	NA	22
ENSG00000287216	lncRNA	NA	4
ENSG00000286494	lncRNA	NA	4
ENSG00000248770	unprocessed_pseudogene	NA	4
ENSG00000249627	processed_pseudogene	NA	4
ENSG00000273180	lncRNA	NA	4
ENSG00000287083	lncRNA	NA	4
ENSG00000213331	processed_pseudogene	NA	4
ENSG00000230821	processed_pseudogene	NA	22
ENSG00000269680	lncRNA	NA	19
ENSG00000226595	unprocessed_pseudogene	NA	22
ENSG00000272784	lncRNA	NA	4
ENSG00000250725	processed_pseudogene	NA	4
ENSG00000272744	lncRNA	NA	4
ENSG00000249901	lncRNA	NA	4
ENSG00000248206	lncRNA	NA	4
ENSG00000241877	processed_pseudogene	NA	4
ENSG00000228707	lncRNA	NA	9
ENSG00000280284	TEC	NA	4
ENSG00000248431	lncRNA	NA	4
ENSG00000287226	lncRNA	NA	4
ENSG00000250869	unprocessed_pseudogene	NA	8
ENSG00000286371	lncRNA	NA	4
ENSG00000287433	lncRNA	NA	4
ENSG00000248816	lncRNA	NA	4
ENSG00000225209	lncRNA	NA	7
ENSG00000236238	processed_pseudogene	NA	7
ENSG00000260970	lncRNA	NA	9
ENSG00000225183	processed_pseudogene	NA	1
ENSG00000233157	processed_pseudogene	NA	22
ENSG00000287854	lncRNA	NA	2
ENSG00000240827	processed_pseudogene	NA	3
ENSG00000237220	lncRNA	NA	2
ENSG00000235615	lncRNA	NA	2
ENSG00000286290	lncRNA	NA	2
ENSG00000279140	TEC	NA	14
ENSG00000289624	lncRNA	NA	18
ENSG00000227279	lncRNA	NA	18
ENSG00000265554	lncRNA	NA	18
ENSG00000289064	lncRNA	NA	18
ENSG00000288939	lncRNA	NA	18
ENSG00000289550	lncRNA	NA	18
ENSG00000286642	lncRNA	NA	18
ENSG00000288828	lncRNA	NA	18
ENSG00000267279	lncRNA	NA	18
ENSG00000289168	lncRNA	NA	18
ENSG00000288917	lncRNA	NA	18
ENSG00000288800	lncRNA	NA	18
ENSG00000243303	processed_pseudogene	NA	18
ENSG00000264149	lncRNA	NA	18
ENSG00000264289	processed_pseudogene	NA	18
ENSG00000276054	lncRNA	NA	17
ENSG00000273965	lncRNA	NA	17
ENSG00000279403	TEC	NA	6
ENSG00000287413	lncRNA	NA	6
ENSG00000287214	lncRNA	NA	8
ENSG00000287761	lncRNA	NA	6
ENSG00000241884	lncRNA	NA	3
ENSG00000249284	processed_pseudogene	NA	4
ENSG00000226181	lncRNA	NA	6
ENSG00000226089	lncRNA	NA	6
ENSG00000287097	lncRNA	NA	6
ENSG00000271218	lncRNA	NA	6
ENSG00000260393	lncRNA	NA	16
ENSG00000259209	lncRNA	NA	16
ENSG00000288839	lncRNA	NA	18
ENSG00000278926	TEC	NA	16
ENSG00000280277	TEC	NA	6
ENSG00000271608	processed_pseudogene	NA	6
ENSG00000227535	lncRNA	NA	6
ENSG00000272788	lncRNA	NA	18
ENSG00000287719	lncRNA	NA	18
ENSG00000286765	lncRNA	NA	18
ENSG00000263847	lncRNA	NA	18
ENSG00000238122	lncRNA	NA	1
ENSG00000264449	lncRNA	NA	18
ENSG00000260879	lncRNA	NA	1
ENSG00000266469	lncRNA	NA	17
ENSG00000283354	unprocessed_pseudogene	NA	1
ENSG00000232918	processed_pseudogene	NA	1
ENSG00000266846	lncRNA	NA	18
ENSG00000264622	lncRNA	NA	17
ENSG00000265487	lncRNA	NA	18
ENSG00000286576	lncRNA	NA	12
ENSG00000257235	lncRNA	NA	12
ENSG00000213238	processed_pseudogene	NA	7
ENSG00000260858	lncRNA	NA	16
ENSG00000226483	processed_pseudogene	NA	1
ENSG00000261743	lncRNA	NA	16
ENSG00000270655	processed_pseudogene	NA	6
ENSG00000226079	lncRNA	NA	6
ENSG00000258657	lncRNA	NA	14
ENSG00000225457	lncRNA	NA	7
ENSG00000285691	lncRNA	NA	6
ENSG00000287946	lncRNA	NA	16
ENSG00000278862	TEC	NA	16
ENSG00000261673	lncRNA	NA	16
ENSG00000279659	TEC	NA	6
ENSG00000260983	lncRNA	NA	16
ENSG00000222012	lncRNA	NA	7
ENSG00000233494	processed_pseudogene	NA	2
ENSG00000233388	processed_pseudogene	NA	22
ENSG00000286868	lncRNA	NA	2
ENSG00000273044	lncRNA	NA	22
ENSG00000285706	lncRNA	NA	9
ENSG00000287368	lncRNA	NA	9
ENSG00000225960	lncRNA	NA	9
ENSG00000258035	lncRNA	NA	12
ENSG00000226904	lncRNA	NA	9
ENSG00000288102	lncRNA	NA	12
ENSG00000258365	lncRNA	NA	12
ENSG00000269148	lncRNA	NA	19
ENSG00000285191	lncRNA	NA	12
ENSG00000257953	lncRNA	NA	12
ENSG00000258312	lncRNA	NA	12
ENSG00000231515	lncRNA	NA	7
ENSG00000257454	lncRNA	NA	12
ENSG00000241345	lncRNA	NA	7
ENSG00000263394	lncRNA	NA	17
ENSG00000257239	lncRNA	NA	12
ENSG00000256917	processed_pseudogene	NA	12
ENSG00000286591	lncRNA	NA	12
ENSG00000272604	lncRNA	NA	7
ENSG00000273138	lncRNA	NA	7
ENSG00000270990	processed_pseudogene	NA	7
ENSG00000270457	lncRNA	NA	1
ENSG00000288054	lncRNA	NA	6
ENSG00000232295	lncRNA	NA	6
ENSG00000260848	lncRNA	NA	16
ENSG00000270631	processed_pseudogene	NA	1
ENSG00000260706	lncRNA	NA	16
ENSG00000254574	lncRNA	NA	8
ENSG00000259828	lncRNA	NA	6
ENSG00000267677	lncRNA	NA	18
ENSG00000267000	lncRNA	NA	18
ENSG00000267061	lncRNA	NA	18
ENSG00000267269	lncRNA	NA	18
ENSG00000267774	lncRNA	NA	18
ENSG00000273664	lncRNA	NA	18
ENSG00000216613	processed_pseudogene	NA	6
ENSG00000275130	unprocessed_pseudogene	NA	9
ENSG00000226798	lncRNA	NA	9
ENSG00000235377	processed_pseudogene	NA	9
ENSG00000260332	processed_pseudogene	NA	16
ENSG00000286536	lncRNA	NA	9
ENSG00000286474	lncRNA	NA	9
ENSG00000276388	unprocessed_pseudogene	NA	9
ENSG00000279929	TEC	NA	9
ENSG00000236643	lncRNA	NA	9
ENSG00000257183	lncRNA	NA	12
ENSG00000268818	lncRNA	NA	22
ENSG00000287943	lncRNA	NA	18
ENSG00000267193	lncRNA	NA	18
ENSG00000266968	lncRNA	NA	18
ENSG00000288545	lncRNA	NA	18
ENSG00000258723	lncRNA	NA	14
ENSG00000258719	lncRNA	NA	14
ENSG00000258874	lncRNA	NA	14
ENSG00000258478	lncRNA	NA	14
ENSG00000258829	lncRNA	NA	14
ENSG00000268401	lncRNA	NA	19
ENSG00000228587	lncRNA	NA	22
ENSG00000258419	lncRNA	NA	14
ENSG00000258662	lncRNA	NA	14
ENSG00000268053	processed_pseudogene	NA	19
ENSG00000259106	lncRNA	NA	14
ENSG00000287118	lncRNA	NA	14
ENSG00000258637	lncRNA	NA	14
ENSG00000258416	lncRNA	NA	14
ENSG00000287913	lncRNA	NA	14
ENSG00000254548	lncRNA	NA	8
ENSG00000287003	lncRNA	NA	5
ENSG00000226810	processed_pseudogene	NA	5
ENSG00000250509	lncRNA	NA	5
ENSG00000259605	lncRNA	NA	19
ENSG00000287963	lncRNA	NA	5
ENSG00000259846	lncRNA	NA	16
ENSG00000254973	lncRNA	NA	8
ENSG00000251548	processed_pseudogene	NA	5
ENSG00000268434	protein_coding	NA	19
ENSG00000279120	TEC	NA	16
ENSG00000261997	lncRNA	NA	16
ENSG00000234337	processed_pseudogene	NA	16
ENSG00000287775	lncRNA	NA	4
ENSG00000249875	lncRNA	NA	4
ENSG00000249317	lncRNA	NA	4
ENSG00000259817	lncRNA	NA	16
ENSG00000279591	TEC	NA	16
ENSG00000248249	processed_pseudogene	NA	4
ENSG00000285524	lncRNA	NA	7
ENSG00000286384	lncRNA	NA	2
ENSG00000228852	lncRNA	NA	1
ENSG00000232359	lncRNA	NA	2
ENSG00000229750	lncRNA	NA	2
ENSG00000233482	lncRNA	NA	1
ENSG00000287269	lncRNA	NA	22
ENSG00000226965	lncRNA	NA	7
ENSG00000285635	protein_coding	NA	3
ENSG00000197462	lncRNA	NA	7
ENSG00000236395	processed_pseudogene	NA	7
ENSG00000270157	lncRNA	NA	7
ENSG00000241754	lncRNA	NA	3
ENSG00000256824	lncRNA	NA	11
ENSG00000256481	lncRNA	NA	11
ENSG00000256341	lncRNA	NA	11
ENSG00000267273	lncRNA	NA	19
ENSG00000232450	transcribed_processed_pseudogene	NA	1
ENSG00000287960	lncRNA	NA	19
ENSG00000260112	processed_pseudogene	NA	19
ENSG00000273473	lncRNA	NA	9
ENSG00000249008	lncRNA	NA	4
ENSG00000272715	lncRNA	NA	1
ENSG00000235038	lncRNA	NA	1
ENSG00000279085	lncRNA	NA	22
ENSG00000279548	lncRNA	NA	22
ENSG00000279006	lncRNA	NA	22
ENSG00000279110	lncRNA	NA	22
ENSG00000249876	processed_pseudogene	NA	5
ENSG00000278040	misc_RNA	NA	9
ENSG00000274326	misc_RNA	NA	9
ENSG00000277320	misc_RNA	NA	9
ENSG00000271181	processed_pseudogene	NA	22
ENSG00000282994	processed_pseudogene	NA	4
ENSG00000212421	snoRNA	NA	9
ENSG00000276063	lncRNA	NA	14
ENSG00000278587	misc_RNA	NA	14
ENSG00000266313	lncRNA	NA	17
ENSG00000275839	processed_pseudogene	NA	17
ENSG00000266588	lncRNA	NA	17
ENSG00000236641	lncRNA	NA	22
ENSG00000271833	lncRNA	NA	9
ENSG00000251320	lncRNA	NA	5
ENSG00000249293	lncRNA	NA	5
ENSG00000253600	processed_pseudogene	NA	5
ENSG00000250993	lncRNA	NA	4
ENSG00000279298	lncRNA	NA	22
ENSG00000286841	lncRNA	NA	16
ENSG00000277214	lncRNA	NA	16
ENSG00000260750	lncRNA	NA	16
ENSG00000283423	lncRNA	NA	16
ENSG00000223786	lncRNA	NA	6
ENSG00000286691	lncRNA	NA	6
ENSG00000270387	processed_pseudogene	NA	4
ENSG00000287571	lncRNA	NA	4
ENSG00000249642	lncRNA	NA	4
ENSG00000267558	processed_pseudogene	NA	18
ENSG00000250024	lncRNA	NA	4
ENSG00000249269	lncRNA	NA	4
ENSG00000249742	lncRNA	NA	4
ENSG00000229853	processed_pseudogene	NA	20
ENSG00000255438	lncRNA	NA	20
ENSG00000241011	processed_pseudogene	NA	4
ENSG00000267293	processed_pseudogene	NA	18
ENSG00000230718	processed_pseudogene	NA	1
ENSG00000279994	TEC	NA	4
ENSG00000277587	lncRNA	NA	19
ENSG00000267490	unprocessed_pseudogene	NA	19
ENSG00000267612	lncRNA	NA	19
ENSG00000267370	unprocessed_pseudogene	NA	19
ENSG00000266950	lncRNA	NA	19
ENSG00000249843	processed_pseudogene	NA	5
ENSG00000251426	lncRNA	NA	5
ENSG00000270430	processed_pseudogene	NA	5
ENSG00000287378	lncRNA	NA	3
ENSG00000268746	lncRNA	NA	19
ENSG00000278999	TEC	NA	19
ENSG00000279513	TEC	NA	1
ENSG00000287222	lncRNA	NA	8
ENSG00000255343	lncRNA	NA	8
ENSG00000258338	lncRNA	NA	12
ENSG00000261243	lncRNA	NA	16
ENSG00000279142	TEC	NA	16
ENSG00000260795	processed_pseudogene	NA	16
ENSG00000280281	TEC	NA	14
ENSG00000235189	lncRNA	NA	X
ENSG00000250200	processed_pseudogene	NA	4
ENSG00000285599	lncRNA	NA	8
ENSG00000270020	lncRNA	NA	16
ENSG00000288096	lncRNA	NA	8
ENSG00000272104	protein_coding	NA	3
ENSG00000271150	processed_pseudogene	NA	19
ENSG00000268750	protein_coding	NA	19
ENSG00000233942	lncRNA	NA	7
ENSG00000269867	lncRNA	NA	19
ENSG00000271250	processed_pseudogene	NA	13
ENSG00000234698	lncRNA	NA	20
ENSG00000288680	processed_pseudogene	NA	X
ENSG00000287135	lncRNA	NA	2
ENSG00000270891	processed_pseudogene	NA	2
ENSG00000240572	processed_pseudogene	NA	3
ENSG00000269476	protein_coding	NA	19
ENSG00000242545	lncRNA	NA	3
ENSG00000239288	processed_pseudogene	NA	3
ENSG00000256357	lncRNA	NA	14
ENSG00000225662	processed_pseudogene	NA	3
ENSG00000279894	TEC	NA	X
ENSG00000286621	lncRNA	NA	2
ENSG00000250523	processed_pseudogene	NA	4
ENSG00000249084	lncRNA	NA	4
ENSG00000250596	transcribed_processed_pseudogene	NA	4
ENSG00000288597	lncRNA	NA	X
ENSG00000229321	lncRNA	NA	2
ENSG00000243234	processed_pseudogene	NA	19
ENSG00000225813	processed_pseudogene	NA	2
ENSG00000279505	TEC	NA	12
ENSG00000258066	lncRNA	NA	12
ENSG00000258303	lncRNA	NA	12
ENSG00000279757	TEC	NA	16
ENSG00000232043	lncRNA	NA	20
ENSG00000260466	lncRNA	NA	16
ENSG00000287010	lncRNA	NA	16
ENSG00000261458	unprocessed_pseudogene	NA	16
ENSG00000278058	lncRNA	NA	16
ENSG00000261161	lncRNA	NA	16
ENSG00000268473	processed_pseudogene	NA	16
ENSG00000279571	lncRNA	NA	9
ENSG00000240107	processed_pseudogene	NA	3
ENSG00000287421	lncRNA	NA	3
ENSG00000236478	processed_pseudogene	NA	2
ENSG00000226082	processed_pseudogene	NA	3
ENSG00000240097	processed_pseudogene	NA	3
ENSG00000240393	processed_pseudogene	NA	3
ENSG00000279349	TEC	NA	3
ENSG00000280186	TEC	NA	1
ENSG00000223906	lncRNA	NA	1
ENSG00000260671	lncRNA	NA	16
ENSG00000259989	lncRNA	NA	16
ENSG00000260177	lncRNA	NA	16
ENSG00000287024	lncRNA	NA	X
ENSG00000269179	protein_coding	NA	19
ENSG00000220139	processed_pseudogene	NA	6
ENSG00000283544	unprocessed_pseudogene	NA	3
ENSG00000285559	lncRNA	NA	17
ENSG00000264874	processed_pseudogene	NA	17
ENSG00000255296	processed_pseudogene	NA	11
ENSG00000219784	processed_pseudogene	NA	6
ENSG00000251143	lncRNA	NA	11
ENSG00000277797	lncRNA	NA	6
ENSG00000289061	lncRNA	NA	18
ENSG00000240143	lncRNA	NA	X
ENSG00000229532	processed_pseudogene	NA	7
ENSG00000239719	processed_pseudogene	NA	7
ENSG00000230781	unitary_pseudogene	NA	X
ENSG00000204971	lncRNA	NA	11
ENSG00000255860	unprocessed_pseudogene	NA	11
ENSG00000276471	lncRNA	NA	3
ENSG00000228286	processed_pseudogene	NA	11
ENSG00000285864	lncRNA	NA	11
ENSG00000213365	processed_pseudogene	NA	11
ENSG00000255843	lncRNA	NA	11
ENSG00000275666	misc_RNA	NA	11
ENSG00000276105	misc_RNA	NA	11
ENSG00000276494	misc_RNA	NA	11
ENSG00000276015	misc_RNA	NA	11
ENSG00000274740	misc_RNA	NA	11
ENSG00000288074	lncRNA	NA	3
ENSG00000287554	lncRNA	NA	7
ENSG00000288039	lncRNA	NA	3
ENSG00000267396	lncRNA	NA	18
ENSG00000276569	processed_pseudogene	NA	13
ENSG00000252083	snoRNA	NA	5
ENSG00000252601	snoRNA	NA	5
ENSG00000241804	processed_pseudogene	NA	3
ENSG00000288079	lncRNA	NA	3
ENSG00000265421	miRNA	NA	5
ENSG00000251828	snoRNA	NA	5
ENSG00000273701	misc_RNA	NA	5
ENSG00000275634	misc_RNA	NA	5
ENSG00000276233	misc_RNA	NA	5
ENSG00000206592	snoRNA	NA	5
ENSG00000276426	misc_RNA	NA	5
ENSG00000229939	processed_pseudogene	NA	X
ENSG00000287842	lncRNA	NA	13
ENSG00000287029	lncRNA	NA	13
ENSG00000270522	lncRNA	NA	13
ENSG00000207177	snoRNA	NA	5
ENSG00000274001	lncRNA	NA	13
ENSG00000275939	misc_RNA	NA	5
ENSG00000252337	snoRNA	NA	5
ENSG00000277859	misc_RNA	NA	5
ENSG00000274934	misc_RNA	NA	5
ENSG00000275646	misc_RNA	NA	5
ENSG00000277524	misc_RNA	NA	5
ENSG00000243903	lncRNA	NA	3
ENSG00000277968	misc_RNA	NA	5
ENSG00000274721	misc_RNA	NA	5
ENSG00000280060	TEC	NA	13
ENSG00000286196	lncRNA	NA	9
ENSG00000212529	snoRNA	NA	5
ENSG00000275480	unprocessed_pseudogene	NA	17
ENSG00000277426	unprocessed_pseudogene	NA	17
ENSG00000268584	lncRNA	NA	10
ENSG00000265799	lncRNA	NA	17
ENSG00000272791	lncRNA	NA	10
ENSG00000183562	lncRNA	NA	11
ENSG00000255463	processed_pseudogene	NA	11
ENSG00000239470	processed_pseudogene	NA	11
ENSG00000257837	lncRNA	NA	12
ENSG00000257194	lncRNA	NA	12
ENSG00000258162	lncRNA	NA	12
ENSG00000257434	lncRNA	NA	12
ENSG00000272140	lncRNA	NA	10
ENSG00000276434	lncRNA	NA	13
ENSG00000270808	processed_pseudogene	NA	10
ENSG00000228586	lncRNA	NA	2
ENSG00000215692	lncRNA	NA	2
ENSG00000261273	lncRNA	NA	16
ENSG00000274021	lncRNA	NA	12
ENSG00000277504	lncRNA	NA	16
ENSG00000257256	lncRNA	NA	12
ENSG00000274902	lncRNA	NA	12
ENSG00000277130	lncRNA	NA	12
ENSG00000258084	lncRNA	NA	12
ENSG00000232290	lncRNA	NA	6
ENSG00000265713	transcribed_processed_pseudogene	NA	17
ENSG00000264125	lncRNA	NA	17
ENSG00000228157	lncRNA	NA	17
ENSG00000254307	lncRNA	NA	8
ENSG00000263466	lncRNA	NA	17
ENSG00000257787	lncRNA	NA	12
ENSG00000257729	lncRNA	NA	12
ENSG00000258064	protein_coding	NA	12
ENSG00000255476	lncRNA	NA	11
ENSG00000254765	processed_pseudogene	NA	11
ENSG00000286561	lncRNA	NA	11
ENSG00000254865	lncRNA	NA	11
ENSG00000254719	processed_pseudogene	NA	11
ENSG00000218274	unprocessed_pseudogene	NA	6
ENSG00000279806	TEC	NA	17
ENSG00000278918	TEC	NA	17
ENSG00000265739	lncRNA	NA	17
ENSG00000271498	processed_pseudogene	NA	6
ENSG00000250431	lncRNA	NA	4
ENSG00000248739	processed_pseudogene	NA	4
ENSG00000260303	lncRNA	NA	4
ENSG00000257431	lncRNA	NA	12
ENSG00000261363	lncRNA	NA	16
ENSG00000260387	lncRNA	NA	16
ENSG00000257113	processed_pseudogene	NA	12
ENSG00000257202	lncRNA	NA	12
ENSG00000286602	lncRNA	NA	3
ENSG00000271099	processed_pseudogene	NA	6
ENSG00000264930	processed_pseudogene	NA	17
ENSG00000276916	lncRNA	NA	13
ENSG00000276248	lncRNA	NA	13
ENSG00000226708	lncRNA	NA	2
ENSG00000240751	processed_pseudogene	NA	3
ENSG00000287131	lncRNA	NA	3
ENSG00000240568	processed_pseudogene	NA	3
ENSG00000220130	processed_pseudogene	NA	6
ENSG00000271789	lncRNA	NA	6
ENSG00000270484	processed_pseudogene	NA	6
ENSG00000219758	processed_pseudogene	NA	6
ENSG00000240787	processed_pseudogene	NA	3
ENSG00000285708	protein_coding	NA	3
ENSG00000230197	lncRNA	NA	17
ENSG00000279689	TEC	NA	10
ENSG00000283667	lncRNA	NA	18
ENSG00000254519	lncRNA	NA	11
ENSG00000255426	lncRNA	NA	11
ENSG00000255447	lncRNA	NA	11
ENSG00000280435	TEC	NA	3
ENSG00000269091	lncRNA	NA	19
ENSG00000269540	processed_pseudogene	NA	19
ENSG00000267890	lncRNA	NA	19
ENSG00000266088	lncRNA	NA	17
ENSG00000280382	lncRNA	NA	3
ENSG00000224352	unprocessed_pseudogene	NA	2
ENSG00000234172	lncRNA	NA	2
ENSG00000279348	TEC	NA	2
ENSG00000263433	processed_pseudogene	NA	17
ENSG00000270815	processed_pseudogene	NA	2
ENSG00000279821	TEC	NA	5
ENSG00000228226	lncRNA	NA	2
ENSG00000286160	lncRNA	NA	2
ENSG00000124835	lncRNA	NA	2
ENSG00000267674	lncRNA	NA	18
ENSG00000268231	lncRNA	NA	19
ENSG00000214546	lncRNA	NA	17
ENSG00000251584	lncRNA	NA	4
ENSG00000289302	lncRNA	NA	13
ENSG00000289454	lncRNA	NA	13
ENSG00000262198	lncRNA	NA	13
ENSG00000287544	lncRNA	NA	4
ENSG00000272509	lncRNA	NA	8
ENSG00000243979	processed_pseudogene	NA	8
ENSG00000251200	lncRNA	NA	4
ENSG00000240973	lncRNA	NA	7
ENSG00000289594	lncRNA	NA	13
ENSG00000288768	lncRNA	NA	13
ENSG00000268375	lncRNA	NA	19
ENSG00000230490	lncRNA	NA	13
ENSG00000284711	unitary_pseudogene	NA	19
ENSG00000266997	protein_coding	NA	18
ENSG00000253528	processed_pseudogene	NA	8
ENSG00000289235	lncRNA	NA	13
ENSG00000289125	lncRNA	NA	13
ENSG00000289381	lncRNA	NA	13
ENSG00000252139	scaRNA	NA	18
ENSG00000288743	lncRNA	NA	13
ENSG00000289204	lncRNA	NA	13
ENSG00000267196	lncRNA	NA	18
ENSG00000289617	lncRNA	NA	13
ENSG00000288765	lncRNA	NA	13
ENSG00000267591	processed_pseudogene	NA	18
ENSG00000250829	lncRNA	NA	4
ENSG00000277310	lncRNA	NA	18
ENSG00000250547	processed_pseudogene	NA	4
ENSG00000261364	lncRNA	NA	3
ENSG00000267968	lncRNA	NA	19
ENSG00000267044	lncRNA	NA	19
ENSG00000225032	lncRNA	NA	9
ENSG00000255498	lncRNA	NA	11
ENSG00000219619	processed_pseudogene	NA	6
ENSG00000259946	lncRNA	NA	1
ENSG00000231329	lncRNA	NA	6
ENSG00000280238	TEC	NA	10
ENSG00000258068	lncRNA	NA	12
ENSG00000272916	protein_coding	NA	10
ENSG00000273782	misc_RNA	NA	19
ENSG00000230848	lncRNA	NA	9
